Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG39,OUT035,1013.5505402227074
FDU32,OUT049,2088.7272275364444
FDY27,OUT049,2984.2919102843953
NCP54,OUT013,2118.9867759365743
NCZ41,OUT049,2053.538730022294
DRL49,OUT013,2162.9349017301984
FDI05,OUT018,1033.8071944743954
FDY56,OUT045,4050.403888525628
DRC13,OUT013,2071.70877332319
NCV29,OUT017,2940.869657551116
FDR24,OUT049,1443.303675407254
FDZ34,OUT018,3032.2581845445943
FDP37,OUT035,2241.55310222762
FDX08,OUT027,4814.573619168103
FDS57,OUT045,2117.9833397943853
NCG18,OUT049,1782.5071798800948
FDK25,OUT018,2476.4424004247717
FDH53,OUT049,1271.1457913736358
DRI59,OUT018,3360.693106727981
FDA52,OUT046,2843.962193546295
FDT20,OUT010,0.0
FDE36,OUT019,309.2702501906196
FDI24,OUT017,2867.9435464472836
FDB28,OUT018,3539.008856314386
FDV11,OUT017,2876.593790753589
FDP01,OUT046,2424.8763813956302
FDD34,OUT027,4296.946170800486
FDJ50,OUT027,1524.0550251025752
FDZ44,OUT013,1910.0433949621704
DRO59,OUT035,1248.3641715235078
DRB48,OUT045,645.1225544914529
FDR21,OUT018,2564.4887155820893
NCE42,OUT010,663.3490998161768
FDO23,OUT046,1484.1865136554625
NCE30,OUT018,3210.7158769519347
FDQ22,OUT035,773.3972339689775
FDY01,OUT045,1844.9955800041828
FDS08,OUT017,2784.998004013263
FDG28,OUT018,3432.761443105361
FDQ51,OUT018,551.999646815644
FDB05,OUT017,4093.9653642547705
FDO56,OUT049,2006.4211454973527
FDE02,OUT018,1300.3097855433741
FDN45,OUT017,3712.7141336407267
FDS09,OUT013,713.3342978669511
NCA54,OUT018,2780.3900136988545
FDP09,OUT010,467.19758351880347
FDC53,OUT045,1526.1270770808926
NCM55,OUT017,3365.007650886432
FDL09,OUT018,2393.1823415037006
FDA11,OUT019,386.2961747231498
FDA50,OUT045,1429.5784093546797
FDC23,OUT017,2951.1663684713917
FDE22,OUT049,2615.320175122978
FDD23,OUT046,3128.7718907278677
NCA29,OUT049,2858.880630624535
FDK38,OUT046,2485.7303822185304
DRC13,OUT046,2071.70877332319
NCP43,OUT049,2870.0354818663227
FDX28,OUT049,1493.10793202155
FDF08,OUT049,1400.6724049567226
FDZ33,OUT046,2449.3062401801863
FDD10,OUT049,2726.876379267993
FDO58,OUT017,2662.5234754124563
FDI50,OUT017,3908.6470821395264
FDO58,OUT045,2583.245337328489
FDX08,OUT013,2862.7935288102926
NCK17,OUT010,0.0
FDF39,OUT035,4603.304374799061
FDU45,OUT010,374.84046540961015
NCJ18,OUT018,1666.9458287556204
DRC27,OUT019,468.41056582932003
DRC25,OUT035,1477.474980324017
FDU59,OUT035,2667.734773593778
FDU28,OUT035,3109.6892251445556
NCP30,OUT046,602.1258951984578
FDB39,OUT018,729.0129231824699
FDE41,OUT013,1353.2557835277632
DRH11,OUT010,67.03828867145108
FDA58,OUT045,3815.727282382211
FDU50,OUT046,1864.6434322861885
FDM34,OUT013,2139.983927889568
FDM44,OUT027,2679.042484677984
FDR39,OUT045,3050.0345390258576
FDM25,OUT045,2807.3409320501887
FDQ49,OUT049,2458.0535886971365
DRH25,OUT018,613.7194660489334
FDM09,OUT027,4460.935507507997
FDL44,OUT019,335.65550173590645
NCR42,OUT018,416.35815859518067
DRL59,OUT046,830.5360205895454
FDX43,OUT013,2173.9328509746133
DRK47,OUT010,710.7241696299869
FDU48,OUT018,1801.8259693456903
FDY12,OUT045,739.0420685124922
NCN43,OUT018,1768.024206985776
NCM55,OUT018,3048.2624987147033
FDQ21,OUT027,3239.465339694165
FDX13,OUT035,4093.8676623735823
NCK30,OUT027,6004.459798276501
FDG20,OUT049,2879.4824422467605
DRG27,OUT017,686.5698257873687
FDY14,OUT018,3840.501836767477
FDP59,OUT035,1530.855533036064
FDU60,OUT017,2775.950306816618
NCC18,OUT019,394.57690791483753
DRJ39,OUT017,3662.214666791498
FDS07,OUT049,1883.525418983793
FDM08,OUT027,5502.2827130183105
FDP51,OUT045,1916.084035279639
FDU16,OUT035,1428.26103947303
FDH12,OUT013,1687.7132626709576
DRE48,OUT010,493.2623469810266
NCL42,OUT027,6066.966351182422
FDR21,OUT045,2829.398219548049
NCW29,OUT035,2184.008362737623
FDO11,OUT013,4171.496180155218
NCM31,OUT049,2190.717598165983
FDV35,OUT019,405.5230728038351
FDF58,OUT017,1019.3887813987271
NCE43,OUT049,2667.282077790979
FDA02,OUT035,2567.228584246096
DRL37,OUT010,0.0
FDR24,OUT018,1165.8558080990488
FDW59,OUT049,1309.118595116285
FDS22,OUT049,729.1416214620485
FDW24,OUT017,851.818884289587
FDU24,OUT035,1595.5951602160217
FDA21,OUT027,5142.977336499668
FDH58,OUT027,3015.238136814572
FDW36,OUT018,1402.758358779454
FDI45,OUT027,4621.64945493492
FDU01,OUT018,2888.1127934300225
FDF35,OUT027,2685.1400454169825
FDU43,OUT019,672.2815830509647
FDE24,OUT019,416.47831182908857
FDK50,OUT049,2674.427963874352
FDG31,OUT045,1012.6387873818593
FDC60,OUT045,1454.4020505087576
FDL36,OUT013,1476.171048286569
FDP21,OUT013,3155.717482420007
FDW16,OUT045,1517.0952040984985
FDX02,OUT017,3739.2301718866147
FDQ58,OUT027,3850.1343712532844
FDT51,OUT046,1851.5878183042564
FDD59,OUT049,1296.2689973553631
NCM42,OUT018,1412.794872457449
FDA57,OUT018,448.0157791149983
FDZ48,OUT035,1899.227129768247
FDE46,OUT045,2396.8153629531985
NCZ30,OUT019,271.6954450749456
FDB56,OUT017,3314.048119136688
FDA25,OUT027,2681.992373706291
FDD20,OUT013,2103.229295316262
FDL25,OUT013,1553.549760478195
NCO18,OUT049,2895.949369465811
FDJ45,OUT017,695.3033426485455
FDR12,OUT035,2797.211394222012
NCF19,OUT010,0.0
FDK25,OUT046,2712.4756192928385
NCR17,OUT046,2216.415322682829
FDC52,OUT046,2470.9795352858073
NCA54,OUT017,3052.1978155838015
FDR45,OUT010,758.841526752464
NCM19,OUT049,1891.2964664058243
FDF39,OUT027,6439.918497192706
FDX23,OUT049,1554.3091303828223
FDD58,OUT027,2598.750447558269
FDX28,OUT013,1534.7082198223884
NCD31,OUT013,2504.537954709178
FDU57,OUT018,2258.8716861474854
FDI27,OUT046,723.0522392630744
NCM42,OUT046,1666.5349169699978
FDD32,OUT027,2266.5667674799715
FDI34,OUT013,3883.389896158337
NCM29,OUT049,2096.217884388133
FDG46,OUT018,1614.9948754808754
DRC01,OUT010,0.0
FDB15,OUT027,6085.847310198083
NCA17,OUT027,3826.872269188407
FDF10,OUT046,2358.9137841716183
FDR26,OUT027,4855.9776080121865
FDI02,OUT049,1858.1765465024607
NCM54,OUT010,312.4569636093027
FDF14,OUT013,2464.2901667034052
FDJ33,OUT010,274.3401810666897
FDM20,OUT035,3956.3944840469194
FDC03,OUT027,5348.750290310477
NCX05,OUT046,1896.1639542792607
NCM41,OUT027,2527.576732429516
NCU29,OUT010,391.1524199627609
FDQ59,OUT017,1308.1417139689083
FDH46,OUT010,361.9303166706234
FDH09,OUT013,753.3515953557859
NCD06,OUT045,652.6745963356473
FDC15,OUT035,2504.48735596067
DRD37,OUT027,1432.1885144705054
FDT28,OUT027,3605.9433726134
FDR28,OUT027,3964.7597548833983
FDT38,OUT017,1388.3022031536357
FDV34,OUT027,2191.1056327906667
FDY52,OUT035,1139.0443345932156
FDB34,OUT013,1382.2390794346632
DRL23,OUT018,1368.118276453999
DRB24,OUT046,2464.2901667034052
FDJ50,OUT046,913.9994073454108
FDQ49,OUT035,2508.998569786468
FDP20,OUT035,2117.215408879112
FDV19,OUT027,4174.465685102105
NCR54,OUT045,3196.072370674954
FDO09,OUT010,936.9628461137006
FDS57,OUT018,1944.9954372337336
FDN10,OUT049,1819.629840765891
FDV23,OUT049,2097.8093719427993
FDY28,OUT049,3421.379913363021
DRG51,OUT013,2645.542594646021
FDD45,OUT019,386.2961747231498
NCL18,OUT027,5353.558560045527
NCM29,OUT013,2069.184792553258
FDF17,OUT027,5449.869592443583
FDE22,OUT017,2658.794596171741
FDQ22,OUT017,734.3249694931917
FDS01,OUT013,2837.0983880670274
FDW35,OUT027,1271.629048588339
FDJ33,OUT046,2088.8706351657793
NCF54,OUT035,3054.684091549435
FDE09,OUT013,1613.4028636393593
NCE06,OUT045,2471.4663334945635
DRH49,OUT049,1276.2688486960428
FDY43,OUT045,2603.4362225548048
NCT05,OUT017,4064.778526019678
FDZ34,OUT045,3336.497393095025
FDL38,OUT017,1412.7593231771414
FDZ31,OUT017,3016.56064179474
FDR14,OUT035,985.4265565846603
NCN54,OUT049,1364.428599925346
NCC42,OUT027,3365.5594599751034
FDK08,OUT017,1557.586147432491
FDP59,OUT013,1456.202729151076
FDV22,OUT035,2691.275459135676
FDD33,OUT035,3851.3330051042058
DRE60,OUT027,5862.737039883878
FDK52,OUT046,3805.749647317446
FDA02,OUT017,2485.1180925885183
FDM56,OUT049,1784.5056630754061
FDE57,OUT035,2245.253566667692
FDM32,OUT045,1218.6278490110578
NCQ30,OUT027,3196.941403768781
FDQ27,OUT027,2687.1653244175327
FDT60,OUT027,3224.481413170946
FDU43,OUT049,3865.2151304798676
NCO55,OUT035,1891.7848500842176
FDG02,OUT045,3063.8909784913917
FDJ28,OUT013,3050.7622860869437
FDP40,OUT045,1729.3423656521693
FDJ38,OUT045,3213.052497768146
NCC54,OUT017,3991.257083616803
NCZ41,OUT046,2029.8309072266404
FDK38,OUT019,480.6844511238125
FDU52,OUT013,2437.493814275377
FDC40,OUT046,1251.6116646599476
NCR30,OUT017,1098.6948137053096
NCN18,OUT017,2043.0436735558692
FDB50,OUT035,1340.5589367722923
FDG04,OUT013,3105.644792171644
FDR26,OUT035,2895.4608082011
NCT17,OUT018,2974.202144954941
FDX35,OUT027,5918.296870725434
FDS12,OUT046,2095.0145691864645
NCZ29,OUT027,3277.5565118876857
FDB38,OUT010,335.8037638987288
FDP12,OUT013,686.0042522221722
FDP22,OUT046,838.2561466866027
FDS26,OUT018,3780.2603746209325
FDR52,OUT046,3142.3181047833805
DRJ13,OUT046,2633.8839371620206
FDU48,OUT027,3396.0956463681
FDE29,OUT035,1028.9965074405625
NCT29,OUT049,2053.415569635267
DRK37,OUT018,2931.688300539874
FDK55,OUT046,1460.7902031301714
FDR07,OUT046,1359.0100279200572
FDO21,OUT027,5570.447593057231
FDK46,OUT049,4048.962674914352
FDB12,OUT045,1627.8400171312223
FDT31,OUT027,4978.073352324536
FDJ33,OUT045,1994.8019367274867
FDC26,OUT027,2629.9518940650532
NCQ02,OUT045,3079.2488290066967
FDP08,OUT010,425.6477193317727
FDB11,OUT027,5557.70586104369
FDV55,OUT013,2609.3867363667987
FDW20,OUT049,2047.8221655095765
NCJ18,OUT019,399.0922693524301
FDC41,OUT018,922.3605518034232
FDE14,OUT027,2670.1997103947506
FDG35,OUT013,2664.7528900672014
FDF45,OUT035,993.6978975550189
FDS19,OUT027,2358.554686396748
FDS58,OUT019,342.34487031830855
FDA26,OUT017,3588.4857204739915
FDM32,OUT049,1357.7233431574396
FDL45,OUT046,2110.681720745663
FDZ55,OUT049,2883.248041392682
FDY37,OUT049,2248.737128701171
FDO46,OUT046,3123.571694054199
FDQ60,OUT046,1878.0714441383534
FDA19,OUT018,1817.9210920130365
FDL15,OUT046,2464.18642482289
FDM10,OUT018,2619.296132400694
NCL05,OUT017,695.0310891054853
DRK49,OUT010,0.0
NCE18,OUT027,5997.6918837081785
FDG40,OUT049,683.1337426586814
DRI59,OUT045,3623.5386591385845
FDK28,OUT035,4574.160702306085
NCD06,OUT019,0.0
FDO11,OUT019,853.807892766783
FDK27,OUT046,1831.183658601063
FDT43,OUT027,1471.034865380561
FDD38,OUT018,1426.6215597243813
FDA16,OUT049,4181.055787990157
FDL14,OUT027,3888.9695282014945
NCM17,OUT049,803.8042813958502
FDD20,OUT045,2027.3859082756887
FDA40,OUT045,1328.6074387914468
FDL43,OUT045,1206.6233565832251
FDV15,OUT045,1601.371392018768
FDE52,OUT046,1464.621115809297
NCL17,OUT010,494.06893979092024
NCJ31,OUT045,3678.2172244910544
FDR60,OUT045,1281.1148309770324
NCA18,OUT035,1990.5925960869986
FDS21,OUT027,1874.195572361566
FDW09,OUT035,1298.7311170425933
FDL26,OUT035,2549.2724296026636
FDS47,OUT018,1178.834140885031
FDC39,OUT046,3503.0821313332353
FDT51,OUT035,1926.2406221892443
FDK40,OUT035,4042.390698155614
NCG19,OUT045,3834.471116612755
FDZ07,OUT046,831.6265357899794
FDF08,OUT027,2385.943241983549
FDO04,OUT013,893.2667963729151
FDK41,OUT018,995.4345944784471
FDP15,OUT049,4106.602809105213
NCD43,OUT018,1362.1112236900017
NCP18,OUT013,2500.0343777048683
FDZ51,OUT046,1560.7391986383252
DRH13,OUT035,1737.862451815767
FDF38,OUT045,665.4156496059205
NCI43,OUT045,721.0731415800719
FDM38,OUT027,1727.4231269695752
FDS03,OUT013,1085.5839888504852
DRJ47,OUT017,2857.3797772005537
FDT50,OUT010,386.92144109588577
FDV02,OUT046,2857.001630471824
NCG18,OUT017,1809.6291486784976
FDW52,OUT046,2658.99405854769
FDS40,OUT035,746.335555879311
FDN31,OUT017,2997.838691736252
FDA37,OUT045,2074.9360039397543
FDA15,OUT046,4291.774026214868
FDL39,OUT046,3032.525025191613
FDJ53,OUT045,1976.3001422402751
FDX22,OUT013,3532.6257452338546
NCZ42,OUT045,3982.7366631343616
FDD56,OUT027,4828.762807833895
FDD40,OUT017,3155.313942927351
FDS50,OUT013,3574.862039458647
NCN14,OUT013,3143.82542998624
FDT15,OUT013,3158.6812563166227
NCS18,OUT027,2749.710679717122
NCO26,OUT010,414.9394509067655
FDF58,OUT018,730.0681974769765
NCB19,OUT013,1354.8192746159227
FDH26,OUT017,2174.815286094279
DRB24,OUT027,3866.7480167534573
FDA49,OUT018,1054.399110510032
FDB32,OUT045,1271.7077046582947
FDI36,OUT017,3330.4958537099674
NCA17,OUT010,488.86625593955677
FDH22,OUT013,2066.649123717742
NCM26,OUT018,2220.879581205128
FDT15,OUT027,5139.202713480698
FDB16,OUT018,1253.4823079661012
NCP54,OUT027,3255.2228203144773
FDJ36,OUT013,1671.1139691942794
FDO28,OUT045,1799.093835820836
FDU09,OUT013,862.7702765116245
FDF29,OUT017,2094.858413010324
FDY08,OUT013,2076.636066342636
DRJ59,OUT018,400.939956965894
FDT23,OUT027,2248.257571917534
FDU15,OUT018,436.0603565853874
FDT47,OUT013,1608.0691785239928
FDI53,OUT019,334.4527621801869
FDR59,OUT018,3721.4833435562327
FDD53,OUT035,734.922107052807
FDY51,OUT017,3610.4425788678486
FDT04,OUT049,683.1285921379201
FDU51,OUT049,2876.1320357888517
FDG14,OUT035,2530.648412647576
NCU06,OUT045,3628.562722240908
DRG25,OUT046,3165.671562967062
DRH49,OUT035,1327.2138297853742
FDN15,OUT035,2169.706610390489
FDL43,OUT018,976.0456758846187
NCT18,OUT049,3148.5399591291844
NCB31,OUT013,3556.9964534893875
FDK57,OUT035,1962.2739347694303
FDY04,OUT019,285.3934039203978
NCP54,OUT046,2118.9867759365743
FDF41,OUT013,3900.488090891113
FDM01,OUT045,1651.5623494726099
FDW03,OUT045,1609.9369821645992
FDF28,OUT045,1907.7044607330326
FDY37,OUT017,2260.6098453147165
FDQ03,OUT017,3922.424636421718
FDP51,OUT027,3087.086115240226
FDJ40,OUT017,1858.2368372111966
FDC32,OUT049,1480.3882521349628
DRI49,OUT027,2260.142724559208
NCW54,OUT017,969.4627809341911
FDF09,OUT017,665.7425636588133
FDP45,OUT018,3792.1683611038843
DRJ23,OUT018,2830.515028857905
FDS59,OUT017,1835.0611160850958
FDY08,OUT046,2023.5721917134956
FDX16,OUT049,2611.107308941632
FDY16,OUT018,3091.6746488206
FDK32,OUT035,2567.228584246096
FDQ22,OUT013,698.7444300839902
NCC31,OUT018,2054.296230069157
FDG58,OUT049,2463.0897860580717
DRF48,OUT013,3101.898398948578
DRH36,OUT049,1190.7467359962907
NCR30,OUT035,1127.2780035308388
FDB03,OUT019,722.9652318184114
FDZ28,OUT027,3187.5921669718728
FDR35,OUT017,3219.087115300426
DRD15,OUT027,5906.755514997386
FDJ33,OUT019,314.5288678775054
FDA56,OUT010,427.4869876211129
FDP56,OUT046,916.693998111769
NCT30,OUT046,684.24416679626
FDK15,OUT017,1671.7179670106564
FDH44,OUT018,2227.56894978753
FDV01,OUT013,2452.941887034958
DRG03,OUT017,2475.701629614196
FDG50,OUT027,2479.136580831932
FDR16,OUT010,1102.0798712557998
FDZ60,OUT046,1592.6140387221383
DRG03,OUT045,2396.4234915302286
FDS56,OUT018,4300.254690602438
FDU33,OUT045,722.6368072724694
DRD27,OUT035,1576.8522246377374
FDW22,OUT046,3727.4580956572677
DRA24,OUT045,2581.003142818811
FDF38,OUT049,732.8210710763433
FDX48,OUT013,2481.3089943000778
FDS58,OUT018,2372.0677607133325
FDC32,OUT046,1499.7186565210977
NCQ29,OUT045,3844.280420057784
DRK39,OUT018,1077.90660781435
NCS38,OUT017,1910.611027518685
DRO47,OUT013,1841.0629705473825
DRG27,OUT027,1202.2549188825044
FDC57,OUT027,5397.135134004773
FDS55,OUT046,2599.340168033306
NCJ06,OUT018,1585.9501601723412
FDO01,OUT019,315.6010082338084
NCM55,OUT045,3249.639176176101
FDC52,OUT049,2494.6873580814636
FDQ15,OUT045,1045.290064687057
NCT30,OUT027,1453.1534448620564
NCR42,OUT027,1240.7115532447137
FDD28,OUT035,884.9321057988045
FDQ34,OUT049,1692.9306636745944
FDZ12,OUT027,3446.3411278870285
DRE13,OUT019,334.0957407254944
NCN07,OUT019,168.06707024341173
FDM28,OUT035,2897.478608320001
FDI10,OUT017,2806.675154953299
FDQ25,OUT013,2868.0249126056956
FDA38,OUT010,525.131484606277
DRI13,OUT049,3547.509031372875
FDY20,OUT027,2427.8037957093234
NCZ53,OUT035,3192.8995226721
NCM31,OUT013,2483.2842844968236
DRB01,OUT017,3069.0380656961097
DRF37,OUT046,4082.199893498674
NCF42,OUT049,2853.2033689513237
FDF16,OUT018,2327.969686668809
FDB41,OUT013,799.8223412049441
FDR34,OUT013,3911.7707974729574
FDR15,OUT018,2193.9095483248134
NCV42,OUT019,368.15109682720805
FDW51,OUT035,3561.5132275451306
FDU36,OUT017,1599.500144982019
FDX60,OUT049,1294.4941463631367
FDY03,OUT035,1955.0518141776831
FDW55,OUT045,4034.8074326565416
FDT01,OUT010,560.387637548933
FDG58,OUT013,2475.343326395235
FDK21,OUT017,4136.1951279851855
NCS41,OUT019,491.67539524920943
FDS10,OUT045,2899.3472579531267
NCT53,OUT046,2622.6930467520187
FDJ28,OUT018,2733.6363101915967
FDX44,OUT045,1316.2908441482155
FDT20,OUT018,416.35815859518067
FDO44,OUT017,1691.8312387503315
NCX17,OUT049,3832.769536721613
FDY01,OUT017,1924.273718088151
FDJ12,OUT027,5425.04681904759
DRK35,OUT018,432.29172741558654
FDD47,OUT019,481.67952713209127
NCM53,OUT035,1684.8524673675354
FDO45,OUT013,1369.0339224543225
NCM42,OUT010,358.81142578493643
FDE04,OUT046,2924.0652712346564
NCI30,OUT027,5889.578822870694
FDZ19,OUT013,2832.363007038082
FDW57,OUT013,2962.2956900416852
FDA25,OUT013,1719.7910622386842
FDT22,OUT046,898.2081648784609
FDP51,OUT013,1864.7747120492286
FDD48,OUT027,3013.2772610906686
FDY39,OUT035,3348.6715061484106
FDO48,OUT010,619.9462829221751
FDD23,OUT027,5122.6903226833465
DRN35,OUT027,1265.5766851571998
FDT01,OUT035,3582.437438301831
FDC20,OUT010,76.69342256555944
DRJ35,OUT035,1025.1048609041914
FDB32,OUT046,1514.7025830443167
FDL24,OUT046,2872.610823367779
NCV42,OUT035,1979.7365824778012
FDZ46,OUT046,1666.8002426316364
FDC15,OUT013,2426.5092830364633
FDD08,OUT019,0.0
FDY50,OUT049,1521.118230970095
FDD36,OUT013,1902.5648812834872
FDG57,OUT027,1475.8488963023158
FDL21,OUT018,433.11923292976593
FDN16,OUT027,2787.619274872702
FDJ09,OUT027,1276.256384996287
FDS01,OUT010,457.95770359923927
FDV33,OUT017,4071.46789460208
DRE12,OUT017,1866.2867163038743
FDR07,OUT013,1359.0100279200572
FDP48,OUT010,484.96778904020954
NCB55,OUT035,1093.4524257786422
FDQ08,OUT013,936.7087085608532
FDR34,OUT035,3995.3551644500253
FDO33,OUT046,1914.756396014775
FDP13,OUT045,648.8874415426396
FDX12,OUT049,3910.0040129230106
NCT06,OUT049,2861.584258252132
FDR16,OUT019,874.6683312737905
FDE36,OUT046,2688.4765670078114
FDZ36,OUT049,3171.449198168214
FDV13,OUT045,1324.8877218306209
NCZ17,OUT035,832.7872646988191
FDU56,OUT045,3180.5709490880527
FDM09,OUT035,2884.7769666866416
FDV02,OUT017,2892.5821698810255
FDS34,OUT018,1545.6494953718202
FDA11,OUT049,1530.63884942502
FDP09,OUT017,3454.3167029963674
FDB29,OUT027,2996.245403697478
FDT19,OUT017,2923.723505642616
DRH15,OUT017,729.4679276789274
FDY38,OUT046,3871.181738946843
FDF14,OUT027,3763.9117607618496
FDN48,OUT010,386.2961747231498
FDQ12,OUT013,3839.547738459154
NCJ43,OUT045,2280.456821215964
FDE17,OUT019,502.3428572599153
FDB05,OUT035,4133.037628730559
FDH10,OUT045,2484.6487470754705
NCR06,OUT017,648.5916440049361
FDU32,OUT018,1811.2793602282416
FDD56,OUT049,3039.595293773463
FDO36,OUT018,2647.2181603077443
FDH16,OUT010,530.3566565224745
FDX10,OUT018,359.44701355259605
FDZ37,OUT017,1486.8351794851815
FDU31,OUT010,406.200975869583
DRC49,OUT049,2146.4719582264775
FDL15,OUT045,2377.4505989663326
FDN32,OUT019,538.805110138237
DRH59,OUT027,2018.0564773297097
NCU29,OUT049,2444.9925104112644
FDR37,OUT019,616.6969828408268
FDS14,OUT018,2231.6167894353207
FDU02,OUT027,5862.737039883878
FDJ08,OUT035,2950.7351290414986
NCZ06,OUT045,3852.5315975900326
FDO31,OUT049,1333.3762247397945
FDH31,OUT018,1438.814276618193
FDS58,OUT017,2680.736062267729
NCA53,OUT027,1495.1291644450232
FDF50,OUT046,3185.209646374525
NCW42,OUT049,3700.8414170271813
NCQ17,OUT045,2455.150445828907
FDK51,OUT018,3781.842536686691
NCW41,OUT010,317.055843093141
NCR29,OUT017,938.2256689895014
FDB08,OUT019,266.55418935561414
FDA40,OUT027,2358.928474267165
FDL14,OUT018,2344.561676397176
FDB47,OUT046,3480.1710550777407
FDO03,OUT035,3928.3716289826657
DRK13,OUT019,491.67539524920943
FDX13,OUT010,702.8788884446074
FDF52,OUT046,3091.450366359084
FDT11,OUT013,3155.717482420007
FDB08,OUT013,2450.527838494696
FDQ28,OUT018,2130.690231121222
FDD29,OUT045,4035.6692714344285
NCQ29,OUT027,5916.578538972106
NCO02,OUT013,1047.5975334158823
FDR56,OUT010,723.7647615638498
NCM54,OUT049,2171.292423491413
FDP51,OUT035,1943.3994626569392
FDT38,OUT013,1352.721663744434
FDZ20,OUT018,3772.045109037202
FDJ53,OUT013,1969.3224013472393
FDX13,OUT049,4070.5771188158633
FDP58,OUT035,3636.117868552233
NCK31,OUT019,32.84911419338143
FDA35,OUT018,1862.2761801251174
FDV37,OUT018,2913.3870269953577
NCO07,OUT027,5318.563220327709
FDA20,OUT045,3067.481573192249
FDZ59,OUT035,2794.188788209081
NCY17,OUT017,782.4482141620038
FDQ28,OUT035,2413.3177579450457
FDV35,OUT017,2497.7232046418
FDQ36,OUT013,670.5740288462488
FDD34,OUT018,2527.6979154880805
FDK51,OUT045,4317.798011171533
FDV31,OUT035,2803.93340984295
FDR04,OUT035,1590.147648881267
FDR14,OUT049,891.4433483135381
DRC36,OUT010,390.97185208235766
FDE39,OUT019,321.10434805034384
FDP57,OUT049,1671.7823891724065
FDE57,OUT046,2170.6007627827044
NCN18,OUT046,2007.4631341466675
NCQ05,OUT018,2193.9364766906847
FDW47,OUT035,2065.422211043418
FDV46,OUT035,2172.708828582598
NCP29,OUT045,971.2416415929182
FDE09,OUT018,1514.5778294099098
NCU06,OUT027,5724.393812913985
FDT19,OUT010,367.44010029630493
DRF15,OUT017,2495.6482701929604
DRI51,OUT013,2745.7614917505543
NCX54,OUT013,1683.0858225902227
DRE01,OUT013,3796.3560052531393
NCB07,OUT045,3031.436463284196
FDU50,OUT035,1939.2962361711764
FDG40,OUT035,777.1169509298036
FDW10,OUT018,2320.451876756226
FDX51,OUT013,3121.6108183302954
NCP17,OUT045,1023.5066311491541
FDP21,OUT035,3230.370286304995
FDL04,OUT045,1544.1059338638802
FDV23,OUT013,2066.649123717742
FDF24,OUT046,1271.8815738591331
FDH56,OUT027,3168.0516964710528
FDB51,OUT049,1035.5965257357584
FDI58,OUT027,2519.282174488699
FDR20,OUT013,794.4729052671644
FDC51,OUT018,1817.9687288106438
FDB16,OUT027,2496.2813977178785
FDE40,OUT049,999.2215068443647
NCM17,OUT035,854.7492624851812
FDU56,OUT035,3397.6581725899528
FDS32,OUT019,372.94192874278565
FDX02,OUT049,3727.3574552730693
FDT39,OUT027,3980.071480763333
FDE35,OUT017,954.9905467389092
NCI42,OUT019,553.9132220154264
DRL23,OUT046,1621.8583209665478
FDA10,OUT046,1959.1492145793518
FDA11,OUT013,1506.9310266293635
NCM06,OUT046,2293.1196962481604
NCT05,OUT035,4103.850790495465
NCQ02,OUT010,506.6593217724286
NCY06,OUT049,2211.258848282286
FDY56,OUT035,4073.7686567107744
FDL02,OUT035,1682.8877742816082
NCI06,OUT035,2913.8266853494188
FDQ14,OUT045,2370.7696846075282
FDQ12,OUT017,3832.090050686564
FDP36,OUT046,787.4935670082233
FDK21,OUT027,6061.967660725102
FDO40,OUT045,2399.5949921486385
NCK54,OUT019,499.42289149140635
FDY09,OUT018,2557.197079548735
NCW30,OUT049,4042.847249188293
NCC55,OUT027,1400.2285067874984
FDE58,OUT018,1576.5570227709068
FDR39,OUT013,3249.9911902300873
FDU28,OUT049,3012.978922481512
FDH08,OUT017,3726.222874138203
FDG35,OUT045,2464.7962388629717
FDG22,OUT049,710.5671002379723
FDC34,OUT035,2739.6637557345384
FDP15,OUT018,3757.687684502874
FDK34,OUT010,788.4369451360438
FDU45,OUT035,1992.4900532698698
FDQ04,OUT027,1218.00153800316
FDX22,OUT018,3175.711494384958
FDB45,OUT017,1477.023702822852
NCH43,OUT027,5423.20737497739
DRE60,OUT046,3671.678136461935
FDD17,OUT027,6029.47504637968
NCM54,OUT017,2129.5230322151556
NCH55,OUT013,2245.1835057331473
NCT06,OUT017,2625.979174841955
FDA48,OUT027,5576.280382267766
FDY58,OUT027,5920.759193588886
FDO25,OUT045,3625.1147658655077
FDN50,OUT045,1478.7577887764571
FDH35,OUT035,2713.578813196493
FDK09,OUT045,3713.773895880162
FDO16,OUT013,1425.9396582014165
FDW11,OUT045,986.5950118713645
FDU47,OUT027,3425.101814055457
NCQ42,OUT010,269.9005540623254
FDK55,OUT027,2564.833912142432
FDN08,OUT049,1796.8019404442969
FDT57,OUT045,3859.7507566167346
FDJ12,OUT018,3151.557490803098
DRL59,OUT017,866.1165599987469
NCN53,OUT046,778.5385664371224
FDO51,OUT010,0.0
FDK56,OUT017,3307.358750554286
FDY12,OUT035,940.8542160866938
FDU15,OUT035,764.4532049829248
FDQ19,OUT046,3924.3924118771533
DRF15,OUT045,2401.1208799241354
DRE25,OUT019,418.47176671824235
FDK57,OUT018,1633.8810863718936
FDD33,OUT010,758.2457290225385
FDR34,OUT027,5956.571416889531
FDU04,OUT045,1951.698868197211
FDE35,OUT019,97.82724837917179
NCD31,OUT035,2582.5160276333845
FDJ56,OUT035,1843.621928638711
NCU53,OUT046,2658.6544098848385
